"","city","state","city_size","mode","n","percent","moe","state_abb","state_region","city_state","lon","lat"
"2075","Des Plaines city","Illinois","Small","Walk",291,1,0.4,"IL","North Central","Des Plaines city, Illinois",-87.8833991,42.0333623
"2076","Desert Hot Springs city","California","Small","Walk",188,2.1,1.1,"CA","West","Desert Hot Springs city, California",-116.5016784,33.961124
"2077","DeSoto city","Texas","Small","Walk",152,0.7,0.4,"TX","South","DeSoto city, Texas",-96.8570738,32.5896998
"2078","Diamond Bar city","California","Small","Walk",458,1.7,1.5,"CA","West","Diamond Bar city, California",-117.8103367,34.0286226
"2079","Dinuba city","California","Small","Walk",130,1.6,1.1,"CA","West","Dinuba city, California",-119.3870656,36.5432837
"2080","Dodge City city","Kansas","Small","Walk",186,1.5,0.8,"KS","North Central","Dodge City city, Kansas",-100.0170787,37.7527982
"2081","Dolton village","Illinois","Small","Walk",70,0.7,0.5,"IL","North Central","Dolton village, Illinois",-87.607268,41.6389236
"2082","Doral city","Florida","Small","Walk",97,0.5,0.4,"FL","South","Doral city, Florida",-80.3553302,25.8195424
"2083","Dothan city","Alabama","Small","Walk",168,0.6,0.2,"AL","South","Dothan city, Alabama",-85.3904888,31.2232313
"2084","Douglasville city","Georgia","Small","Walk",137,1,0.8,"GA","South","Douglasville city, Georgia",-84.7477136,33.7514966
"2085","Dover city","Delaware","Small","Walk",710,4.5,1.5,"DE","South","Dover city, Delaware",-75.5243682,39.158168
"2086","Dover city","New Hampshire","Small","Walk",659,4,1.3,"NH","Northeast","Dover city, New Hampshire",-70.8736698,43.1978624
"2087","Downers Grove village","Illinois","Small","Walk",529,2.2,0.6,"IL","North Central","Downers Grove village, Illinois",-88.0111746,41.8089191
"2088","Draper city","Utah","Small","Walk",201,1.2,0.7,"UT","West","Draper city, Utah",-111.8638226,40.5246711
"2089","Duarte city","California","Small","Walk",253,2.8,1.2,"CA","West","Duarte city, California",-117.9772873,34.1394513
"2090","Dublin city","California","Small","Walk",541,2.4,1.1,"CA","West","Dublin city, California",-121.9101221,37.7159396
"2091","Dublin city","Ohio","Small","Walk",106,0.5,0.3,"OH","North Central","Dublin city, Ohio",-83.1140771,40.0992294
"2092","Dubuque city","Iowa","Small","Walk",1766,6,0.9,"IA","North Central","Dubuque city, Iowa",-90.6654675,42.5022661
"2093","Duluth city","Georgia","Small","Walk",257,2,2.7,"GA","South","Duluth city, Georgia",-84.1446376,34.0028786
"2094","Duluth city","Minnesota","Small","Walk",2158,5.2,0.7,"MN","North Central","Duluth city, Minnesota",-92.1004852,46.7866719
"2095","Duncan city","Oklahoma","Small","Walk",118,1.2,0.8,"OK","South","Duncan city, Oklahoma",-97.9578128,34.5023028
"2096","Duncanville city","Texas","Small","Walk",73,0.4,0.3,"TX","South","Duncanville city, Texas",-96.9083366,32.6518004
"2097","Dunedin city","Florida","Small","Walk",242,1.5,0.6,"FL","South","Dunedin city, Florida",-82.7717684,28.0197404
"2098","Dunwoody city","Georgia","Small","Walk",451,2,0.9,"GA","South","Dunwoody city, Georgia",-84.3346473,33.9462125
"2099","Eagan city","Minnesota","Small","Walk",244,0.7,0.2,"MN","North Central","Eagan city, Minnesota",-93.1668858,44.8041322
"2100","Eagle city","Idaho","Small","Walk",34,0.4,0.5,"ID","West","Eagle city, Idaho",-116.3540138,43.6954424
"2101","Eagle Mountain city","Utah","Small","Walk",34,0.4,0.5,"UT","West","Eagle Mountain city, Utah",-112.006882,40.3141169
"2102","Eagle Pass city","Texas","Small","Walk",245,2.5,1.1,"TX","South","Eagle Pass city, Texas",-100.4995214,28.7091433
"2103","Easley city","South Carolina","Small","Walk",65,0.7,0.5,"SC","South","Easley city, South Carolina",-82.6015206,34.829838
"2104","East Chicago city","Indiana","Small","Walk",374,4,1.5,"IN","North Central","East Chicago city, Indiana",-87.4547635,41.6392024
"2105","East Lansing city","Michigan","Small","Walk",4716,23.3,2.2,"MI","North Central","East Lansing city, Michigan",-84.4838654,42.7369792
"2106","East Moline city","Illinois","Small","Walk",70,0.8,0.5,"IL","North Central","East Moline city, Illinois",-90.4442979,41.5008673
"2107","East Orange city","New Jersey","Small","Walk",1591,6.2,1.1,"NJ","Northeast","East Orange city, New Jersey",-74.2048677,40.767323
"2108","East Palo Alto city","California","Small","Walk",332,2.7,1.5,"CA","West","East Palo Alto city, California",-122.1410751,37.4688273
"2109","East Peoria city","Illinois","Small","Walk",222,2,0.9,"IL","North Central","East Peoria city, Illinois",-89.5800978,40.666149
"2110","East Point city","Georgia","Small","Walk",198,1.4,0.8,"GA","South","East Point city, Georgia",-84.4393724,33.6795531
"2111","East Providence city","Rhode Island","Small","Walk",209,0.9,0.5,"RI","Northeast","East Providence city, Rhode Island",-71.3700545,41.8137116
"2112","East Ridge city","Tennessee","Small","Walk",7,0.1,0.1,"TN","South","East Ridge city, Tennessee",-85.2256635,34.9947441
"2113","East St. Louis city","Illinois","Small","Walk",179,2.3,1.2,"IL","North Central","East St. Louis city, Illinois",-90.1506465,38.624514
"2114","Easton city","Pennsylvania","Small","Walk",507,4.8,1.3,"PA","Northeast","Easton city, Pennsylvania",-75.2207323,40.688432
"2115","Eastpointe city","Michigan","Small","Walk",282,2.2,1,"MI","North Central","Eastpointe city, Michigan",-82.9554746,42.4683698
"2116","Eastvale city","California","Small","Walk",61,0.2,0.3,"CA","West","Eastvale city, California",-117.5848025,33.952463
"2117","Eau Claire city","Wisconsin","Small","Walk",1884,5.3,1,"WI","North Central","Eau Claire city, Wisconsin",-91.4984941,44.811349
"2118","Eden Prairie city","Minnesota","Small","Walk",538,1.6,0.6,"MN","North Central","Eden Prairie city, Minnesota",-93.470786,44.8546856
"2119","Edgewater city","Florida","Small","Walk",95,1.1,1.1,"FL","South","Edgewater city, Florida",-80.9022758,28.9888754
"2120","Edina city","Minnesota","Small","Walk",444,1.9,0.6,"MN","North Central","Edina city, Minnesota",-93.3499489,44.8896866
"2121","Edinburg city","Texas","Small","Walk",432,1.4,0.6,"TX","South","Edinburg city, Texas",-98.1633432,26.3017374
"2122","Edmond city","Oklahoma","Small","Walk",629,1.5,0.5,"OK","South","Edmond city, Oklahoma",-97.4780954,35.6528323
"2123","Edmonds city","Washington","Small","Walk",342,1.7,0.7,"WA","West","Edmonds city, Washington",-122.3773551,47.8106521
"2124","Edwardsville city","Illinois","Small","Walk",371,3.1,1.1,"IL","North Central","Edwardsville city, Illinois",-89.953157,38.8114364
"2125","El Centro city","California","Small","Walk",381,2.5,0.9,"CA","West","El Centro city, California",-115.5630514,32.792
"2126","El Cerrito city","California","Small","Walk",231,1.9,0.8,"CA","West","El Cerrito city, California",-122.310765,37.9161326
"2127","El Mirage city","Arizona","Small","Walk",68,0.5,0.5,"AZ","West","El Mirage city, Arizona",-112.3246042,33.6130942
"2128","El Paso de Robles (Paso Robles) city","California","Small","Walk",203,1.6,0.8,"CA","West","El Paso de Robles (Paso Robles) city, California",-120.6545022,35.6368759
"2129","Elizabethtown city","Kentucky","Small","Walk",74,0.6,0.4,"KY","South","Elizabethtown city, Kentucky",-85.8649408,37.7030646
"2130","Elk Grove Village village","Illinois","Small","Walk",209,1.2,0.9,"IL","North Central","Elk Grove Village village, Illinois",-87.9597101,42.0113494
"2131","Elk River city","Minnesota","Small","Walk",87,0.7,0.6,"MN","North Central","Elk River city, Minnesota",-93.5691122,45.3377283
"2132","Elkhart city","Indiana","Small","Walk",377,1.8,0.7,"IN","North Central","Elkhart city, Indiana",-85.9766671,41.6819935
"2133","Elmhurst city","Illinois","Small","Walk",425,2.1,0.6,"IL","North Central","Elmhurst city, Illinois",-87.9403418,41.8994744
"2134","Elmira city","New York","Small","Walk",795,7.4,1.5,"NY","Northeast","Elmira city, New York",-76.8077338,42.0897965
"2135","Elmwood Park village","Illinois","Small","Walk",337,2.7,1,"IL","North Central","Elmwood Park village, Illinois",-87.8092266,41.9211423
"2136","Elyria city","Ohio","Small","Walk",276,1.1,0.4,"OH","North Central","Elyria city, Ohio",-82.1076486,41.3683798
"2137","Emporia city","Kansas","Small","Walk",754,6,1.5,"KS","North Central","Emporia city, Kansas",-96.1816626,38.403903
"2138","Encinitas city","California","Small","Walk",562,1.9,0.6,"CA","West","Encinitas city, California",-117.2919818,33.0369867
"2139","Englewood city","Colorado","Small","Walk",479,3,0.8,"CO","West","Englewood city, Colorado",-104.9877597,39.6477653
"2140","Englewood city","New Jersey","Small","Walk",738,5.4,1.6,"NJ","Northeast","Englewood city, New Jersey",-73.9726381,40.8928771
"2141","Enid city","Oklahoma","Small","Walk",286,1.3,0.5,"OK","South","Enid city, Oklahoma",-97.8783911,36.3955891
"2142","Enterprise city","Alabama","Small","Walk",145,1.3,0.8,"AL","South","Enterprise city, Alabama",-85.8552161,31.3151708
"2143","Euclid city","Ohio","Small","Walk",259,1.2,0.5,"OH","North Central","Euclid city, Ohio",-81.5267873,41.5931049
"2144","Euless city","Texas","Small","Walk",269,1,0.4,"TX","South","Euless city, Texas",-97.0819541,32.8370727
"2145","Eureka city","California","Small","Walk",734,6.1,1.6,"CA","West","Eureka city, California",-124.1636729,40.8020712
"2146","Evanston city","Illinois","Small","Walk",4147,11.6,1,"IL","North Central","Evanston city, Illinois",-87.6876969,42.0450722
"2147","Everett city","Massachusetts","Small","Walk",905,4.1,1.2,"MA","Northeast","Everett city, Massachusetts",-71.0536625,42.40843
"2148","Fair Lawn borough","New Jersey","Small","Walk",217,1.3,0.6,"NJ","Northeast","Fair Lawn borough, New Jersey",-74.1181234,40.9370006
"2149","Fairbanks city","Alaska","Small","Walk",660,4.3,1.2,"AK","West","Fairbanks city, Alaska",-147.7163888,64.8377778
"2150","Fairborn city","Ohio","Small","Walk",457,3,1,"OH","North Central","Fairborn city, Ohio",-84.0193789,39.8208925
"2151","Fairfax city","Virginia","Small","Walk",376,3.1,1.2,"VA","South","Fairfax city, Virginia",-77.3063733,38.8462236
"2152","Fairfield city","Ohio","Small","Walk",138,0.6,0.5,"OH","North Central","Fairfield city, Ohio",-84.5603187,39.3454673
"2153","Fall River city","Massachusetts","Small","Walk",1232,3.4,0.8,"MA","Northeast","Fall River city, Massachusetts",-71.1550451,41.7014912
"2154","Faribault city","Minnesota","Small","Walk",170,1.8,1.3,"MN","North Central","Faribault city, Minnesota",-93.268827,44.2949636
"2155","Farmers Branch city","Texas","Small","Walk",324,2.3,1.2,"TX","South","Farmers Branch city, Texas",-96.8961151,32.9265137
"2156","Farmington city","Minnesota","Small","Walk",64,0.6,0.4,"MN","North Central","Farmington city, Minnesota",-93.1435497,44.6402434
"2157","Farmington city","New Mexico","Small","Walk",384,1.9,0.9,"NM","West","Farmington city, New Mexico",-108.2186856,36.7280583
"2158","Farmington city","Utah","Small","Walk",132,1.6,0.9,"UT","West","Farmington city, Utah",-111.8874392,40.9804999
"2159","Farmington Hills city","Michigan","Small","Walk",420,1.1,0.3,"MI","North Central","Farmington Hills city, Michigan",-83.3677168,42.4989936
"2160","Farragut town","Tennessee","Small","Walk",13,0.1,0.2,"TN","South","Farragut town, Tennessee",-84.1711345,35.8778548
"2161","Fayetteville city","Arkansas","Small","Walk",1962,5.2,1,"AR","South","Fayetteville city, Arkansas",-94.1718542,36.082156
"2162","Federal Way city","Washington","Small","Walk",916,2.1,0.6,"WA","West","Federal Way city, Washington",-122.3126222,47.3223221
"2163","Ferguson city","Missouri","Small","Walk",56,0.6,0.5,"MO","North Central","Ferguson city, Missouri",-90.3053915,38.7442175
"2164","Ferndale city","Michigan","Small","Walk",270,2.5,1.1,"MI","North Central","Ferndale city, Michigan",-83.1346478,42.4605917
"2165","Findlay city","Ohio","Small","Walk",609,3.2,1.1,"OH","North Central","Findlay city, Ohio",-83.6499321,41.04422
"2166","Fishers town","Indiana","Small","Walk",134,0.3,0.3,"IN","North Central","Fishers town, Indiana",-86.01335,39.9567548
"2167","Fitchburg city","Massachusetts","Small","Walk",812,4.4,1.1,"MA","Northeast","Fitchburg city, Massachusetts",-71.8022955,42.5834228
"2168","Fitchburg city","Wisconsin","Small","Walk",215,1.6,0.8,"WI","North Central","Fitchburg city, Wisconsin",-89.424092,43.0023146
"2169","Flagstaff city","Arizona","Small","Walk",3560,10.2,1.7,"AZ","West","Flagstaff city, Arizona",-111.651302,35.1982836
"2170","Florence city","Alabama","Small","Walk",202,1.3,0.6,"AL","South","Florence city, Alabama",-87.677251,34.79981
"2171","Florence city","Kentucky","Small","Walk",221,1.6,1,"KY","South","Florence city, Kentucky",-84.6266111,38.9989499
"2172","Florence city","South Carolina","Small","Walk",213,1.3,0.6,"SC","South","Florence city, South Carolina",-79.7625625,34.1954331
"2173","Florence town","Arizona","Small","Walk",169,5.7,3.1,"AZ","West","Florence town, Arizona",-111.3873431,33.0314508
"2174","Florissant city","Missouri","Small","Walk",235,0.9,0.4,"MO","North Central","Florissant city, Missouri",-90.322614,38.789217
"2175","Flower Mound town","Texas","Small","Walk",295,0.9,0.5,"TX","South","Flower Mound town, Texas",-97.0969552,33.0145673
"2176","Folsom city","California","Small","Walk",499,1.6,0.6,"CA","West","Folsom city, California",-121.1760583,38.6779591
"2177","Fond du Lac city","Wisconsin","Small","Walk",700,3.4,0.9,"WI","North Central","Fond du Lac city, Wisconsin",-88.4470508,43.7730448
"2178","Forest Grove city","Oregon","Small","Walk",536,6.1,2.2,"OR","West","Forest Grove city, Oregon",-123.1211134,45.526998
"2179","Fort Dodge city","Iowa","Small","Walk",353,3.1,1.1,"IA","North Central","Fort Dodge city, Iowa",-94.1680158,42.4974694
"2180","Fort Lee borough","New Jersey","Small","Walk",790,4.6,1.1,"NJ","Northeast","Fort Lee borough, New Jersey",-73.9724902,40.8527649
"2181","Fort Myers city","Florida","Small","Walk",448,1.9,0.8,"FL","South","Fort Myers city, Florida",-81.8723084,26.640628
"2182","Fort Pierce city","Florida","Small","Walk",227,1.5,1,"FL","South","Fort Pierce city, Florida",-80.3256056,27.4467056
"2183","Fort Smith city","Arkansas","Small","Walk",453,1.2,0.4,"AR","South","Fort Smith city, Arkansas",-94.3985475,35.3859242
"2184","Fort Walton Beach city","Florida","Small","Walk",179,1.8,0.9,"FL","South","Fort Walton Beach city, Florida",-86.6170308,30.4200708
"2185","Foster City city","California","Small","Walk",228,1.5,0.7,"CA","West","Foster City city, California",-122.2710788,37.5585465
"2186","Fountain city","Colorado","Small","Walk",60,0.5,0.5,"CO","West","Fountain city, Colorado",-104.7008056,38.682219
"2187","Fountain Hills town","Arizona","Small","Walk",34,0.3,0.3,"AZ","West","Fountain Hills town, Arizona",-111.7256936,33.6042079
"2188","Fountain Valley city","California","Small","Walk",240,0.9,0.5,"CA","West","Fountain Valley city, California",-117.9544069,33.7090212
"2189","Frankfort city","Kentucky","Small","Walk",500,4.1,1.1,"KY","South","Frankfort city, Kentucky",-84.8732835,38.2009055
"2190","Franklin city","Indiana","Small","Walk",383,3.6,1.1,"IN","North Central","Franklin city, Indiana",-86.0549863,39.4806055
"2191","Franklin city","Tennessee","Small","Walk",142,0.4,0.3,"TN","South","Franklin city, Tennessee",-86.8688899,35.9250637
"2192","Franklin city","Wisconsin","Small","Walk",88,0.5,0.4,"WI","North Central","Franklin city, Wisconsin",-88.0384195,42.888627
"2193","Franklin Town city","Massachusetts","Small","Walk",279,1.7,0.6,"MA","Northeast","Franklin Town city, Massachusetts",-71.396725,42.0834313
"2194","Frederick city","Maryland","Small","Walk",1406,4.1,0.8,"MD","South","Frederick city, Maryland",-77.4105409,39.4142688
"2195","Fredericksburg city","Virginia","Small","Walk",729,6.3,2.5,"VA","South","Fredericksburg city, Virginia",-77.4605399,38.3031837
"2196","Freeport city","Illinois","Small","Walk",384,3.6,1.3,"IL","North Central","Freeport city, Illinois",-89.6212271,42.2966861
"2197","Freeport village","New York","Small","Walk",981,4.7,1.1,"NY","Northeast","Freeport village, New York",-73.5831835,40.6576022
"2198","Fremont city","Nebraska","Small","Walk",448,3.4,0.9,"NE","North Central","Fremont city, Nebraska",-96.4981467,41.4333909
"2199","Fridley city","Minnesota","Small","Walk",207,1.5,0.7,"MN","North Central","Fridley city, Minnesota",-93.2632821,45.0860765
"2200","Friendswood city","Texas","Small","Walk",100,0.6,0.5,"TX","South","Friendswood city, Texas",-95.2010447,29.5293998
"2201","Gadsden city","Alabama","Small","Walk",191,1.6,1.1,"AL","South","Gadsden city, Alabama",-86.0066386,34.014264
"2202","Gahanna city","Ohio","Small","Walk",149,0.8,0.4,"OH","North Central","Gahanna city, Ohio",-82.8793446,40.0192307
"2203","Gainesville city","Georgia","Small","Walk",485,3.3,1,"GA","South","Gainesville city, Georgia",-83.8240663,34.2978794
"2204","Gaithersburg city","Maryland","Small","Walk",725,2.2,0.7,"MD","South","Gaithersburg city, Maryland",-77.2016062,39.1439689
"2205","Galesburg city","Illinois","Small","Walk",718,5.8,1.1,"IL","North Central","Galesburg city, Illinois",-90.3936722,40.937822
"2206","Gallatin city","Tennessee","Small","Walk",104,0.8,0.7,"TN","South","Gallatin city, Tennessee",-86.4466599,36.3883809
"2207","Gallup city","New Mexico","Small","Walk",407,4.9,1.9,"NM","West","Gallup city, New Mexico",-108.7425843,35.5280783
"2208","Galt city","California","Small","Walk",104,1.1,0.9,"CA","West","Galt city, California",-121.2999485,38.2546373
"2209","Galveston city","Texas","Small","Walk",1350,6.2,1.3,"TX","South","Galveston city, Texas",-94.7976958,29.3013479
"2210","Garden City city","Kansas","Small","Walk",427,3.2,2,"KS","North Central","Garden City city, Kansas",-100.8726618,37.9716898
"2211","Garden City city","Michigan","Small","Walk",72,0.6,0.4,"MI","North Central","Garden City city, Michigan",-83.3300903,42.3295293
"2212","Garden City village","New York","Small","Walk",295,3.1,1,"NY","Northeast","Garden City village, New York",-73.6342954,40.7267682
"2213","Gardena city","California","Small","Walk",638,2.5,1,"CA","West","Gardena city, California",-118.3089624,33.8883487
"2214","Gardner city","Kansas","Small","Walk",48,0.5,0.4,"KS","North Central","Gardner city, Kansas",-94.9271868,38.8108408
"2215","Gardner city","Massachusetts","Small","Walk",360,4.1,1.9,"MA","Northeast","Gardner city, Massachusetts",-71.998133,42.5750883
"2216","Garfield city","New Jersey","Small","Walk",445,3,1,"NJ","Northeast","Garfield city, New Jersey",-74.1063776,40.8761974
"2217","Garfield Heights city","Ohio","Small","Walk",325,2.5,0.9,"OH","North Central","Garfield Heights city, Ohio",-81.6059581,41.4169974
"2218","Garner town","North Carolina","Small","Walk",166,1.2,0.9,"NC","South","Garner town, North Carolina",-78.6141709,35.7112642
"2219","Gary city","Indiana","Small","Walk",897,3.6,0.9,"IN","North Central","Gary city, Indiana",-87.3371523,41.6020403
"2220","Gastonia city","North Carolina","Small","Walk",199,0.7,0.3,"NC","South","Gastonia city, North Carolina",-81.1873005,35.262082
"2221","Geneva city","Illinois","Small","Walk",167,1.6,0.9,"IL","North Central","Geneva city, Illinois",-88.3053525,41.8875281
"2222","Georgetown city","Kentucky","Small","Walk",345,2.5,0.8,"KY","South","Georgetown city, Kentucky",-84.5588311,38.2097967
"2223","Georgetown city","Texas","Small","Walk",501,2.7,1.1,"TX","South","Georgetown city, Texas",-97.6779842,30.6332618
"2224","Germantown city","Tennessee","Small","Walk",124,0.7,0.4,"TN","South","Germantown city, Tennessee",-89.8100858,35.0867577
"2225","Gillette city","Wyoming","Small","Walk",249,1.6,0.9,"WY","West","Gillette city, Wyoming",-105.5022205,44.2910915
"2226","Gilroy city","California","Small","Walk",341,1.6,0.7,"CA","West","Gilroy city, California",-121.5566373,37.0029828
"2227","Gladstone city","Missouri","Small","Walk",123,1,0.6,"MO","North Central","Gladstone city, Missouri",-94.554677,39.2038918
"2228","Glen Cove city","New York","Small","Walk",614,5,1.9,"NY","Northeast","Glen Cove city, New York",-73.6337389,40.8623217
"2229","Glen Ellyn village","Illinois","Small","Walk",382,3.1,1,"IL","North Central","Glen Ellyn village, Illinois",-88.0670118,41.8775293
"2230","Glendale Heights village","Illinois","Small","Walk",217,1.3,0.8,"IL","North Central","Glendale Heights village, Illinois",-88.0717353,41.9103068
"2231","Glendora city","California","Small","Walk",320,1.4,0.7,"CA","West","Glendora city, California",-117.865339,34.1361187
"2232","Glenview village","Illinois","Small","Walk",268,1.3,0.5,"IL","North Central","Glenview village, Illinois",-87.8223368,42.0778065
"2233","Gloucester city","Massachusetts","Small","Walk",745,5.3,1.2,"MA","Northeast","Gloucester city, Massachusetts",-70.6619888,42.6159285
"2234","Golden Valley city","Minnesota","Small","Walk",90,0.8,0.5,"MN","North Central","Golden Valley city, Minnesota",-93.3600034,44.9917149
"2235","Goldsboro city","North Carolina","Small","Walk",314,2.2,0.7,"NC","South","Goldsboro city, North Carolina",-77.9927651,35.3848841
"2236","Goleta city","California","Small","Walk",559,3.6,1.1,"CA","West","Goleta city, California",-119.8276389,34.4358294
"2237","Goodyear city","Arizona","Small","Walk",104,0.4,0.3,"AZ","West","Goodyear city, Arizona",-112.3576567,33.4353394
"2238","Goose Creek city","South Carolina","Small","Walk",2167,11.5,2.6,"SC","South","Goose Creek city, South Carolina",-80.0325867,32.9810059
"2239","Goshen city","Indiana","Small","Walk",597,4.5,1.3,"IN","North Central","Goshen city, Indiana",-85.8344383,41.5822716
"2240","Grand Forks city","North Dakota","Small","Walk",1222,4.1,0.7,"ND","North Central","Grand Forks city, North Dakota",-97.0328547,47.9252568
"2241","Grand Island city","Nebraska","Small","Walk",152,0.6,0.3,"NE","North Central","Grand Island city, Nebraska",-98.3420118,40.9263957
"2242","Grand Junction city","Colorado","Small","Walk",934,3.4,0.9,"CO","West","Grand Junction city, Colorado",-108.5506486,39.0638705
"2243","Grandview city","Missouri","Small","Walk",141,1.2,0.7,"MO","North Central","Grandview city, Missouri",-94.5330096,38.8858407
"2244","Granite City city","Illinois","Small","Walk",85,0.7,0.5,"IL","North Central","Granite City city, Illinois",-90.1487199,38.7014389
"2245","Grants Pass city","Oregon","Small","Walk",318,2.5,1.1,"OR","West","Grants Pass city, Oregon",-123.3283925,42.4390069
"2246","Grapevine city","Texas","Small","Walk",159,0.6,0.5,"TX","South","Grapevine city, Texas",-97.0780654,32.9342919
"2247","Grayslake village","Illinois","Small","Walk",111,1,0.5,"IL","North Central","Grayslake village, Illinois",-88.041746,42.3444664
"2248","Great Falls city","Montana","Small","Walk",708,2.5,0.6,"MT","West","Great Falls city, Montana",-111.3007715,47.5052849
"2249","Greeley city","Colorado","Small","Walk",1404,3.4,0.7,"CO","West","Greeley city, Colorado",-104.7091322,40.4233142
"2250","Green city","Ohio","Small","Walk",75,0.6,0.5,"OH","North Central","Green city, Ohio",-81.4831714,40.9458898
"2251","Greenacres city","Florida","Small","Walk",191,1.1,0.5,"FL","South","Greenacres city, Florida",-80.1353896,26.6276276
"2252","Greenbelt city","Maryland","Small","Walk",498,3.7,1.5,"MD","South","Greenbelt city, Maryland",-76.8755282,39.0045544
"2253","Greenfield city","Indiana","Small","Walk",156,1.7,1.1,"IN","North Central","Greenfield city, Indiana",-85.7694226,39.785043
"2254","Greenfield city","Wisconsin","Small","Walk",161,0.9,0.5,"WI","North Central","Greenfield city, Wisconsin",-88.0125865,42.9614039
"2255","Greenville city","Mississippi","Small","Walk",343,3,1.2,"MS","South","Greenville city, Mississippi",-91.0377029,33.399661
"2256","Greenville city","North Carolina","Small","Walk",1275,3.1,0.8,"NC","South","Greenville city, North Carolina",-77.3663538,35.612661
"2257","Greenville city","South Carolina","Small","Walk",1772,6.2,1.3,"SC","South","Greenville city, South Carolina",-82.3940104,34.8526176
"2258","Greenville city","Texas","Small","Walk",166,1.7,1.1,"TX","South","Greenville city, Texas",-96.1108066,33.1384488
"2259","Greenwood city","Indiana","Small","Walk",137,0.5,0.3,"IN","North Central","Greenwood city, Indiana",-86.1066526,39.6136578
"2260","Greenwood city","South Carolina","Small","Walk",187,2.3,1.4,"SC","South","Greenwood city, South Carolina",-82.1617883,34.1954001
"2261","Greer city","South Carolina","Small","Walk",276,2.3,1.7,"SC","South","Greer city, South Carolina",-82.2270568,34.9387279
"2262","Griffin city","Georgia","Small","Walk",196,2.4,1.4,"GA","South","Griffin city, Georgia",-84.2640904,33.2467807
"2263","Grove City city","Ohio","Small","Walk",165,0.9,0.6,"OH","North Central","Grove City city, Ohio",-83.0929644,39.8814519
"2264","Gulfport city","Mississippi","Small","Walk",1240,4.1,1,"MS","South","Gulfport city, Mississippi",-89.0928155,30.3674198
"2265","Gurnee village","Illinois","Small","Walk",61,0.4,0.2,"IL","North Central","Gurnee village, Illinois",-87.9020186,42.3702996
"2266","Hackensack city","New Jersey","Small","Walk",1696,7.3,1.4,"NJ","Northeast","Hackensack city, New Jersey",-74.0434736,40.8859325
"2267","Hagerstown city","Maryland","Small","Walk",676,3.9,1.2,"MD","South","Hagerstown city, Maryland",-77.7199932,39.6417629
"2268","Haines City city","Florida","Small","Walk",72,0.9,0.8,"FL","South","Haines City city, Florida",-81.6178536,28.1141841
"2269","Hallandale Beach city","Florida","Small","Walk",412,2.6,1.2,"FL","South","Hallandale Beach city, Florida",-80.148379,25.9812024
"2270","Haltom City city","Texas","Small","Walk",243,1.2,0.6,"TX","South","Haltom City city, Texas",-97.2691817,32.7995738
"2271","Hamilton city","Ohio","Small","Walk",700,2.7,0.7,"OH","North Central","Hamilton city, Ohio",-84.5613355,39.3995008
"2272","Hammond city","Indiana","Small","Walk",757,2.4,0.5,"IN","North Central","Hammond city, Indiana",-87.5000412,41.5833688
"2273","Hammond city","Louisiana","Small","Walk",340,4,1.3,"LA","South","Hammond city, Louisiana",-90.4611995,30.5043583
"2274","Hamtramck city","Michigan","Small","Walk",108,1.7,0.9,"MI","North Central","Hamtramck city, Michigan",-83.0496438,42.3928151
"2275","Hanford city","California","Small","Walk",427,2,0.7,"CA","West","Hanford city, California",-119.6456844,36.3274502
"2276","Hanover Park village","Illinois","Small","Walk",198,1.1,0.7,"IL","North Central","Hanover Park village, Illinois",-88.1450735,41.9994722
"2277","Harker Heights city","Texas","Small","Walk",192,1.6,0.8,"TX","South","Harker Heights city, Texas",-97.6597376,31.0835102
"2278","Harlingen city","Texas","Small","Walk",338,1.6,0.7,"TX","South","Harlingen city, Texas",-97.6961026,26.1906306
"2279","Harrisburg city","Pennsylvania","Small","Walk",1652,8.3,1.5,"PA","Northeast","Harrisburg city, Pennsylvania",-76.8867008,40.2731911
"2280","Harrison village","New York","Small","Walk",890,7.4,1.8,"NY","Northeast","Harrison village, New York",-73.7176337,40.9700171
"2281","Harrisonburg city","Virginia","Small","Walk",1467,7.2,1.2,"VA","South","Harrisonburg city, Virginia",-78.8689155,38.4495688
"2282","Harvey city","Illinois","Small","Walk",259,3.6,1.5,"IL","North Central","Harvey city, Illinois",-87.6467131,41.6100344
"2283","Hastings city","Minnesota","Small","Walk",157,1.4,0.7,"MN","North Central","Hastings city, Minnesota",-92.8513706,44.7443293
"2284","Hastings city","Nebraska","Small","Walk",466,3.7,1.1,"NE","North Central","Hastings city, Nebraska",-98.3898726,40.5862583
"2285","Hattiesburg city","Mississippi","Small","Walk",940,4.6,1,"MS","South","Hattiesburg city, Mississippi",-89.2903392,31.3271189
"2286","Havelock city","North Carolina","Small","Walk",655,6.2,2,"NC","South","Havelock city, North Carolina",-76.9013301,34.8790492
"2287","Haverhill city","Massachusetts","Small","Walk",852,2.8,0.9,"MA","Northeast","Haverhill city, Massachusetts",-71.0772796,42.7762015
"2288","Hawthorne city","California","Small","Walk",580,1.5,0.4,"CA","West","Hawthorne city, California",-118.3525748,33.9164032
"2289","Hays city","Kansas","Small","Walk",416,3.4,1.1,"KS","North Central","Hays city, Kansas",-99.3267702,38.8791783
"2290","Hazelwood city","Missouri","Small","Walk",117,0.9,0.6,"MO","North Central","Hazelwood city, Missouri",-90.3709489,38.7714396
