"","city","state","city_size","mode","n","percent","moe","state_abb","state_region","city_state","lon","lat"
"2291","Hazleton city","Pennsylvania","Small","Walk",476,4.8,1.7,"PA","Northeast","Hazleton city, Pennsylvania",-75.9746472,40.9584181
"2292","Helena city","Montana","Small","Walk",1114,7.5,1.6,"MT","West","Helena city, Montana",-112.0391057,46.5891452
"2293","Hemet city","California","Small","Walk",363,1.5,0.6,"CA","West","Hemet city, California",-116.9719684,33.7475203
"2294","Hempstead village","New York","Small","Walk",1245,5,1.4,"NY","Northeast","Hempstead village, New York",-73.5835972,40.6575384
"2295","Henderson city","Kentucky","Small","Walk",168,1.4,0.6,"KY","South","Henderson city, Kentucky",-87.5900134,37.8361538
"2296","Hendersonville city","Tennessee","Small","Walk",222,0.9,0.6,"TN","South","Hendersonville city, Tennessee",-86.6199957,36.3047735
"2297","Hercules city","California","Small","Walk",46,0.4,0.4,"CA","West","Hercules city, California",-122.2885808,38.0171441
"2298","Herndon town","Virginia","Small","Walk",253,1.8,0.8,"VA","South","Herndon town, Virginia",-77.3860976,38.9695545
"2299","Herriman city","Utah","Small","Walk",101,1.1,0.9,"UT","West","Herriman city, Utah",-112.0329938,40.5141147
"2300","Hesperia city","California","Small","Walk",246,0.9,0.5,"CA","West","Hesperia city, California",-117.3008784,34.4263886
"2301","Hialeah Gardens city","Florida","Small","Walk",48,0.5,0.5,"FL","South","Hialeah Gardens city, Florida",-80.3244957,25.8650961
"2302","Hickory city","North Carolina","Small","Walk",215,1.2,0.6,"NC","South","Hickory city, North Carolina",-81.3444573,35.7344538
"2303","Highland city","California","Small","Walk",154,0.8,0.4,"CA","West","Highland city, California",-117.2086513,34.1283442
"2304","Highland Park city","Illinois","Small","Walk",250,1.8,0.9,"IL","North Central","Highland Park city, Illinois",-87.8003437,42.1816918
"2305","Highland town","Indiana","Small","Walk",98,0.8,0.6,"IN","North Central","Highland town, Indiana",-87.451984,41.5536468
"2306","Hilliard city","Ohio","Small","Walk",120,0.8,0.4,"OH","North Central","Hilliard city, Ohio",-83.1582451,40.0333961
"2307","Hillsboro city","Oregon","Small","Walk",1394,3.2,0.7,"OR","West","Hillsboro city, Oregon",-122.9392109,45.514913
"2308","Hilton Head Island town","South Carolina","Small","Walk",360,2.2,0.8,"SC","South","Hilton Head Island town, South Carolina",-80.752608,32.216316
"2309","Hinesville city","Georgia","Small","Walk",104,0.7,0.5,"GA","South","Hinesville city, Georgia",-81.6141099,31.8315028
"2310","Hobart city","Indiana","Small","Walk",108,0.8,0.8,"IN","North Central","Hobart city, Indiana",-87.2550353,41.5322592
"2311","Hobbs city","New Mexico","Small","Walk",249,1.8,0.8,"NM","West","Hobbs city, New Mexico",-103.1360403,32.7026116
"2312","Hoboken city","New Jersey","Small","Walk",3081,9.5,1.1,"NJ","Northeast","Hoboken city, New Jersey",-74.0323626,40.7439905
"2313","Hoffman Estates village","Illinois","Small","Walk",208,0.8,0.3,"IL","North Central","Hoffman Estates village, Illinois",-88.1227199,42.0629915
"2314","Holladay city","Utah","Small","Walk",259,2.1,1.2,"UT","West","Holladay city, Utah",-111.8246557,40.6688363
"2315","Holland city","Michigan","Small","Walk",1034,7.1,1.3,"MI","North Central","Holland city, Michigan",-86.1089301,42.7875235
"2316","Hollister city","California","Small","Walk",261,1.7,0.7,"CA","West","Hollister city, California",-121.4016021,36.8524545
"2317","Holly Springs town","North Carolina","Small","Walk",23,0.2,0.2,"NC","South","Holly Springs town, North Carolina",-78.8336218,35.6512655
"2318","Holyoke city","Massachusetts","Small","Walk",706,4.7,1.4,"MA","Northeast","Holyoke city, Massachusetts",-72.6162009,42.2042586
"2319","Homer Glen village","Illinois","Small","Walk",49,0.4,0.3,"IL","North Central","Homer Glen village, Illinois",-87.9381112,41.6000317
"2320","Homestead city","Florida","Small","Walk",197,0.8,0.5,"FL","South","Homestead city, Florida",-80.4775569,25.4687224
"2321","Homewood city","Alabama","Small","Walk",362,2.9,1,"AL","South","Homewood city, Alabama",-86.8008228,33.4717732
"2322","Hoover city","Alabama","Small","Walk",369,0.9,0.5,"AL","South","Hoover city, Alabama",-86.8113781,33.4053867
"2323","Hopewell city","Virginia","Small","Walk",88,1.1,0.6,"VA","South","Hopewell city, Virginia",-77.2872001,37.3043154
"2324","Hopkinsville city","Kentucky","Small","Walk",153,1.3,0.6,"KY","South","Hopkinsville city, Kentucky",-87.4886186,36.8656008
"2325","Horn Lake city","Mississippi","Small","Walk",47,0.4,0.6,"MS","South","Horn Lake city, Mississippi",-90.0348139,34.9553719
"2326","Hot Springs city","Arkansas","Small","Walk",365,2.6,0.9,"AR","South","Hot Springs city, Arkansas",-93.0551795,34.5037004
"2327","Houma city","Louisiana","Small","Walk",228,1.6,0.8,"LA","South","Houma city, Louisiana",-90.7195348,29.5957696
"2328","Huber Heights city","Ohio","Small","Walk",139,0.8,0.5,"OH","North Central","Huber Heights city, Ohio",-84.1246608,39.843947
"2329","Hudson city","Ohio","Small","Walk",143,1.4,0.6,"OH","North Central","Hudson city, Ohio",-81.440667,41.240056
"2330","Huntersville town","North Carolina","Small","Walk",177,0.7,0.4,"NC","South","Huntersville town, North Carolina",-80.8428504,35.410694
"2331","Huntington city","West Virginia","Small","Walk",1379,6.8,1.2,"WV","South","Huntington city, West Virginia",-82.445154,38.4192496
"2332","Huntington Park city","California","Small","Walk",1370,5.7,1,"CA","West","Huntington Park city, California",-118.2250725,33.9816812
"2333","Huntley village","Illinois","Small","Walk",0,0,0.3,"IL","North Central","Huntley village, Illinois",-88.4281415,42.1680796
"2334","Huntsville city","Texas","Small","Walk",684,6.2,2.3,"TX","South","Huntsville city, Texas",-95.5507771,30.7235263
"2335","Hurst city","Texas","Small","Walk",166,0.9,0.5,"TX","South","Hurst city, Texas",-97.1705678,32.8234621
"2336","Hutchinson city","Kansas","Small","Walk",238,1.3,0.6,"KS","North Central","Hutchinson city, Kansas",-97.9297743,38.0608445
"2337","Idaho Falls city","Idaho","Small","Walk",558,2.2,0.6,"ID","West","Idaho Falls city, Idaho",-112.0407584,43.4926607
"2338","Imperial Beach city","California","Small","Walk",227,2,1,"CA","West","Imperial Beach city, California",-117.1130849,32.5839444
"2339","Independence city","Kentucky","Small","Walk",31,0.3,0.4,"KY","South","Independence city, Kentucky",-84.544109,38.9431183
"2340","Indian Trail town","North Carolina","Small","Walk",27,0.2,0.2,"NC","South","Indian Trail town, North Carolina",-80.6692352,35.0768141
"2341","Indio city","California","Small","Walk",431,1.5,0.6,"CA","West","Indio city, California",-116.2155619,33.7205771
"2342","Inkster city","Michigan","Small","Walk",52,0.7,0.5,"MI","North Central","Inkster city, Michigan",-83.3099303,42.2942045
"2343","Inver Grove Heights city","Minnesota","Small","Walk",269,1.5,0.7,"MN","North Central","Inver Grove Heights city, Minnesota",-93.0427153,44.8480218
"2344","Iowa City city","Iowa","Small","Walk",5819,15.5,1.6,"IA","North Central","Iowa City city, Iowa",-91.5301683,41.6611277
"2345","Issaquah city","Washington","Small","Walk",319,2,0.9,"WA","West","Issaquah city, Washington",-122.0326191,47.5301011
"2346","Ithaca city","New York","Small","Walk",5575,42.4,3.8,"NY","Northeast","Ithaca city, New York",-76.5018807,42.4439614
"2347","Jackson city","Michigan","Small","Walk",435,3.7,1.1,"MI","North Central","Jackson city, Michigan",-84.4013462,42.245869
"2348","Jackson city","Tennessee","Small","Walk",376,1.4,0.5,"TN","South","Jackson city, Tennessee",-88.8139469,35.6145169
"2349","Jacksonville Beach city","Florida","Small","Walk",181,1.5,0.8,"FL","South","Jacksonville Beach city, Florida",-81.3961338,30.2841224
"2350","Jacksonville city","Arkansas","Small","Walk",297,2.3,0.9,"AR","South","Jacksonville city, Arkansas",-92.1101458,34.8662005
"2351","Jacksonville city","North Carolina","Small","Walk",3818,10,1.3,"NC","South","Jacksonville city, North Carolina",-77.4302414,34.7540524
"2352","Jamestown city","New York","Small","Walk",938,7.4,2,"NY","Northeast","Jamestown city, New York",-79.2353259,42.0970023
"2353","Janesville city","Wisconsin","Small","Walk",492,1.7,0.5,"WI","North Central","Janesville city, Wisconsin",-89.0187222,42.6827885
"2354","Jefferson City city","Missouri","Small","Walk",353,1.8,0.7,"MO","North Central","Jefferson City city, Missouri",-92.1735164,38.5767017
"2355","Jeffersontown city","Kentucky","Small","Walk",77,0.6,0.5,"KY","South","Jeffersontown city, Kentucky",-85.5644033,38.1942356
"2356","Jeffersonville city","Indiana","Small","Walk",406,1.9,0.7,"IN","North Central","Jeffersonville city, Indiana",-85.7371847,38.2775702
"2357","Johns Creek city","Georgia","Small","Walk",445,1.2,0.6,"GA","South","Johns Creek city, Georgia",-84.198579,34.0289259
"2358","Johnson City city","Tennessee","Small","Walk",575,2.1,0.6,"TN","South","Johnson City city, Tennessee",-82.3534727,36.3134397
"2359","Johnstown city","Pennsylvania","Small","Walk",468,6.4,1.6,"PA","Northeast","Johnstown city, Pennsylvania",-78.9219698,40.3267407
"2360","Jonesboro city","Arkansas","Small","Walk",467,1.6,0.6,"AR","South","Jonesboro city, Arkansas",-90.704279,35.8422967
"2361","Joplin city","Missouri","Small","Walk",622,2.6,0.7,"MO","North Central","Joplin city, Missouri",-94.513281,37.0842271
"2362","Junction City city","Kansas","Small","Walk",244,2.1,1.2,"KS","North Central","Junction City city, Kansas",-96.8313978,39.0286093
"2363","Juneau city and borough","Alaska","Small","Walk",1369,8.1,1.3,"AK","West","Juneau city and borough, Alaska",-134.4197221,58.3019444
"2364","Jupiter town","Florida","Small","Walk",259,1,0.6,"FL","South","Jupiter town, Florida",-80.0942087,26.9342246
"2365","Jurupa Valley city","California","Small","Walk",585,1.5,0.5,"CA","West","Jurupa Valley city, California",-117.4854802,33.9971974
"2366","Kalamazoo city","Michigan","Small","Walk",2477,7.6,1.2,"MI","North Central","Kalamazoo city, Michigan",-85.5872286,42.2917069
"2367","Kalispell city","Montana","Small","Walk",240,2.7,1.2,"MT","West","Kalispell city, Montana",-114.316813,48.1919889
"2368","Kankakee city","Illinois","Small","Walk",262,2.6,0.9,"IL","North Central","Kankakee city, Illinois",-87.8611531,41.1200325
"2369","Kannapolis city","North Carolina","Small","Walk",400,2.3,1,"NC","South","Kannapolis city, North Carolina",-80.6217341,35.4873613
"2370","Kaysville city","Utah","Small","Walk",198,1.7,0.8,"UT","West","Kaysville city, Utah",-111.9385521,41.0352216
"2371","Kearney city","Nebraska","Small","Walk",678,3.9,1.1,"NE","North Central","Kearney city, Nebraska",-99.0816784,40.6993303
"2372","Kearny town","New Jersey","Small","Walk",1028,5.4,1.2,"NJ","Northeast","Kearny town, New Jersey",-74.1454214,40.7684342
"2373","Keene city","New Hampshire","Small","Walk",1305,11.6,2.3,"NH","Northeast","Keene city, New Hampshire",-72.2781409,42.933692
"2374","Keizer city","Oregon","Small","Walk",207,1.3,0.7,"OR","West","Keizer city, Oregon",-123.0262077,44.9901194
"2375","Keller city","Texas","Small","Walk",117,0.6,0.4,"TX","South","Keller city, Texas",-97.229298,32.9341893
"2376","Kenmore city","Washington","Small","Walk",104,1,0.9,"WA","West","Kenmore city, Washington",-122.2496863,47.7583576
"2377","Kenner city","Louisiana","Small","Walk",459,1.4,0.4,"LA","South","Kenner city, Louisiana",-90.2417434,29.9940924
"2378","Kennesaw city","Georgia","Small","Walk",208,1.4,1.4,"GA","South","Kennesaw city, Georgia",-84.6154897,34.0234337
"2379","Kennewick city","Washington","Small","Walk",659,2,0.7,"WA","West","Kennewick city, Washington",-119.119948,46.2086683
"2380","Kent city","Ohio","Small","Walk",1626,11.3,1.9,"OH","North Central","Kent city, Ohio",-81.3578859,41.1536674
"2381","Kentwood city","Michigan","Small","Walk",206,0.8,0.4,"MI","North Central","Kentwood city, Michigan",-85.6447492,42.8694731
"2382","Kernersville town","North Carolina","Small","Walk",139,1.2,0.7,"NC","South","Kernersville town, North Carolina",-80.0736533,36.1198588
"2383","Kerrville city","Texas","Small","Walk",211,2.5,1.1,"TX","South","Kerrville city, Texas",-99.1403189,30.0474332
"2384","Kettering city","Ohio","Small","Walk",461,1.7,0.6,"OH","North Central","Kettering city, Ohio",-84.1688274,39.6895036
"2385","Key West city","Florida","Small","Walk",957,6.8,2.2,"FL","South","Key West city, Florida",-81.7799871,24.5550593
"2386","Kingman city","Arizona","Small","Walk",336,3.1,1.5,"AZ","West","Kingman city, Arizona",-114.0530065,35.189443
"2387","Kingsport city","Tennessee","Small","Walk",234,1.1,0.4,"TN","South","Kingsport city, Tennessee",-82.5618186,36.548434
"2388","Kingston city","New York","Small","Walk",632,6,1.7,"NY","Northeast","Kingston city, New York",-73.9973608,41.9270367
"2389","Kingsville city","Texas","Small","Walk",427,4,1.6,"TX","South","Kingsville city, Texas",-97.856109,27.5158689
"2390","Kinston city","North Carolina","Small","Walk",171,2.3,1.3,"NC","South","Kinston city, North Carolina",-77.5816353,35.2626635
"2391","Kirkland city","Washington","Small","Walk",408,1.5,0.5,"WA","West","Kirkland city, Washington",-122.2059833,47.6768927
"2392","Kirkwood city","Missouri","Small","Walk",212,1.5,0.8,"MO","North Central","Kirkwood city, Missouri",-90.406785,38.5833862
"2393","Kiryas Joel village","New York","Small","Walk",1166,31.6,4.2,"NY","Northeast","Kiryas Joel village, New York",-74.167924,41.3420381
"2394","Kissimmee city","Florida","Small","Walk",380,1.4,0.7,"FL","South","Kissimmee city, Florida",-81.407571,28.2919557
"2395","Klamath Falls city","Oregon","Small","Walk",672,7.5,2.2,"OR","West","Klamath Falls city, Oregon",-121.7816704,42.224867
"2396","Kokomo city","Indiana","Small","Walk",554,2.6,0.9,"IN","North Central","Kokomo city, Indiana",-86.1336033,40.486427
"2397","Kyle city","Texas","Small","Walk",84,0.6,0.5,"TX","South","Kyle city, Texas",-97.8772267,29.9891052
"2398","La Cañada Flintridge city","California","Small","Walk",88,1,0.5,"CA","West","La Cañada Flintridge city, California",-118.2000277,34.2068182
"2399","La Crosse city","Wisconsin","Small","Walk",2210,8.1,1.3,"WI","North Central","La Crosse city, Wisconsin",-91.2519017,43.8137751
"2400","La Habra city","California","Small","Walk",554,2,0.6,"CA","West","La Habra city, California",-117.946137,33.9318591
"2401","La Mesa city","California","Small","Walk",570,2,0.8,"CA","West","La Mesa city, California",-117.0230839,32.7678287
"2402","La Mirada city","California","Small","Walk",691,3.2,1,"CA","West","La Mirada city, California",-118.0120086,33.9172357
"2403","La Porte city","Indiana","Small","Walk",192,2,0.9,"IN","North Central","La Porte city, Indiana",-86.7227195,41.611143
"2404","La Porte city","Texas","Small","Walk",21,0.1,0.1,"TX","South","La Porte city, Texas",-95.0193728,29.6657838
"2405","La Puente city","California","Small","Walk",212,1.3,0.4,"CA","West","La Puente city, California",-117.9495083,34.0200114
"2406","La Quinta city","California","Small","Walk",108,0.7,0.5,"CA","West","La Quinta city, California",-116.3100095,33.6633573
"2407","La Vergne city","Tennessee","Small","Walk",53,0.3,0.3,"TN","South","La Vergne city, Tennessee",-86.5819394,36.0156178
"2408","La Verne city","California","Small","Walk",308,2.2,0.8,"CA","West","La Verne city, California",-117.7678355,34.1008426
"2409","Lacey city","Washington","Small","Walk",264,1.5,0.7,"WA","West","Lacey city, Washington",-122.8232553,47.0358969
"2410","Lafayette city","California","Small","Walk",137,1.3,0.7,"CA","West","Lafayette city, California",-122.1180201,37.8857582
"2411","Lafayette city","Colorado","Small","Walk",324,2.4,1,"CO","West","Lafayette city, Colorado",-105.0897058,39.9935959
"2412","Lafayette city","Indiana","Small","Walk",623,1.9,0.4,"IN","North Central","Lafayette city, Indiana",-86.8752869,40.4167022
"2413","LaGrange city","Georgia","Small","Walk",384,3.5,1.6,"GA","South","LaGrange city, Georgia",-85.0322444,33.0362218
"2414","Laguna Beach city","California","Small","Walk",311,2.6,1,"CA","West","Laguna Beach city, California",-117.7853568,33.5427189
"2415","Laguna Hills city","California","Small","Walk",148,1,0.8,"CA","West","Laguna Hills city, California",-117.6986604,33.5916433
"2416","Laguna Niguel city","California","Small","Walk",264,0.8,0.4,"CA","West","Laguna Niguel city, California",-117.7149438,33.5236744
"2417","Lake Charles city","Louisiana","Small","Walk",840,2.7,0.7,"LA","South","Lake Charles city, Louisiana",-93.2173758,30.2265949
"2418","Lake Elsinore city","California","Small","Walk",335,1.6,0.9,"CA","West","Lake Elsinore city, California",-117.3272615,33.6680772
"2419","Lake Forest city","California","Small","Walk",548,1.3,0.6,"CA","West","Lake Forest city, California",-117.6861023,33.6469437
"2420","Lake Havasu City city","Arizona","Small","Walk",242,1.2,0.7,"AZ","West","Lake Havasu City city, Arizona",-114.3224548,34.483901
"2421","Lake in the Hills village","Illinois","Small","Walk",49,0.3,0.3,"IL","North Central","Lake in the Hills village, Illinois",-88.3303618,42.1816908
"2422","Lake Jackson city","Texas","Small","Walk",186,1.5,1,"TX","South","Lake Jackson city, Texas",-95.4343859,29.0338575
"2423","Lake Oswego city","Oregon","Small","Walk",358,2,0.8,"OR","West","Lake Oswego city, Oregon",-122.7163273,45.415734
